Service,Team,Realm,Date,Rollout Success,Success
activity-library,Core Workouts,Core,28-05-2026,TRUE,Success
activity-library,Core Workouts,Core,01-06-2026,TRUE,Success
activity-library,Core Workouts,Core,05-06-2026,TRUE,Success
activity-library,Core Workouts,Core,08-06-2026,TRUE,Success
activity-library,Core Workouts,Core,10-06-2026,TRUE,Success
activity-library,Core Workouts,Core,12-06-2026,TRUE,Success
activity-library,Core Workouts,Core,17-06-2026,TRUE,Success
activity-library,Core Workouts,Core,18-06-2026,TRUE,Success
activity-library,Core Workouts,Core,19-06-2026,TRUE,Success
activity-library,Core Workouts,Core,23-06-2026,TRUE,Success
activity-library,Core Workouts,Core,29-06-2026,TRUE,Success
activity-library,Core Workouts,Core,30-06-2026,TRUE,Success
activity-library,Core Workouts,Core,07-07-2026,TRUE,Success
activity-library,Core Workouts,Core,09-07-2026,TRUE,Success
activity-library,Core Workouts,Core,09-07-2026,TRUE,Success
activity-library,Core Workouts,Core,10-07-2026,TRUE,Success
activity-library,Core Workouts,Core,15-07-2026,TRUE,Success
activity-library,Core Workouts,Core,20-07-2026,TRUE,Success
activity-library,Core Workouts,Core,21-07-2026,TRUE,Success
activity-library,Core Workouts,Core,22-07-2026,TRUE,Success
activity-library,Core Workouts,Core,23-07-2026,TRUE,Success
activity-library,Core Workouts,Core,27-07-2026,TRUE,Success
activity-library,Core Workouts,Core,28-07-2026,TRUE,Success
activity-library,Core Workouts,Core,28-07-2026,TRUE,Success
activity-library,Core Workouts,Core,30-07-2026,TRUE,Success
activity-library,Core Workouts,Core,30-07-2026,TRUE,Success
activity-library,Core Workouts,Core,30-07-2026,TRUE,Success
activity-library,Core Workouts,Core,30-07-2026,TRUE,Success
activity-library,Core Workouts,Core,03-08-2026,TRUE,Success
activity-library,Core Workouts,Core,17-08-2026,TRUE,Success
activity-library,Core Workouts,Core,24-08-2026,TRUE,Success
activity-library,Core Workouts,Core,25-08-2026,TRUE,Success
activity-library,Core Workouts,Core,31-08-2026,TRUE,Success
activity-preference-ml,Unassigned,Unassigned,15-05-2025,TRUE,Success
activity-preference-ml,Unassigned,Unassigned,15-05-2025,TRUE,Success
activity-preference-ml,Unassigned,Unassigned,11-07-2025,TRUE,Success
activity-preference-ml,Unassigned,Unassigned,04-09-2025,TRUE,Success
activity-preference-ml,Unassigned,Unassigned,22-09-2025,TRUE,Success
activity-preference-ml,Unassigned,Unassigned,10-10-2025,TRUE,Success
activity-preference-ml,Unassigned,Unassigned,14-01-2026,TRUE,Success
activity-preference-ml,Unassigned,Unassigned,11-03-2026,TRUE,Success
activity-preference-ml,Unassigned,Unassigned,05-05-2026,TRUE,Success
activity-preference-ml,Unassigned,Unassigned,05-05-2026,TRUE,Success
activity-preference-ml,Unassigned,Unassigned,05-05-2026,TRUE,Success
activity-preference-ml,Unassigned,Unassigned,20-05-2026,TRUE,Success
activity-preference-ml,Unassigned,Unassigned,21-08-2026,TRUE,Success
ad-hoc-reports-lmod-monthly,Unassigned,Unassigned,07-02-2024,TRUE,Success
ad-hoc-reports-lmod-monthly,Unassigned,Unassigned,08-02-2024,TRUE,Success
ad-hoc-reports-lmod-monthly,Unassigned,Unassigned,01-03-2024,TRUE,Success
ad-hoc-reports-lmod-monthly,Unassigned,Unassigned,03-05-2024,TRUE,Success
ad-hoc-reports-lmod-monthly,Unassigned,Unassigned,03-05-2024,TRUE,Success
ad-hoc-reports-lmod-monthly,Unassigned,Unassigned,03-05-2024,TRUE,Success
ad-hoc-reports-lmod-monthly,Unassigned,Unassigned,18-11-2024,TRUE,Success
ad-hoc-reports-platform-stats,Unassigned,Unassigned,07-02-2024,TRUE,Success
ad-hoc-reports-platform-stats,Unassigned,Unassigned,08-02-2024,TRUE,Success
ad-hoc-reports-platform-stats,Unassigned,Unassigned,01-03-2024,TRUE,Success
ad-hoc-reports-platform-stats,Unassigned,Unassigned,03-05-2024,TRUE,Success
ad-hoc-reports-platform-stats,Unassigned,Unassigned,03-05-2024,TRUE,Success
ad-hoc-reports-platform-stats,Unassigned,Unassigned,03-05-2024,TRUE,Success
ad-hoc-reports-platform-stats,Unassigned,Unassigned,18-11-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,12-01-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,19-01-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,05-02-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,09-02-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,01-03-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,04-03-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,04-03-2024,FALSE,Failure
adm-int-frontend,Digital-Operations,Core,13-03-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,04-04-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,08-04-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,24-04-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,25-04-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,26-04-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,02-05-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,06-05-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,06-05-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,07-05-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,07-05-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,22-05-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,28-05-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,10-06-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,17-07-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,23-07-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,12-08-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,14-08-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,19-08-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,19-08-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,19-08-2024,FALSE,Failure
adm-int-frontend,Digital-Operations,Core,20-08-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,20-08-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,20-08-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,21-08-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,13-09-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,16-10-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,14-11-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,18-12-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,19-12-2024,TRUE,Success
adm-int-frontend,Digital-Operations,Core,21-01-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,05-02-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,06-02-2025,FALSE,Failure
adm-int-frontend,Digital-Operations,Core,06-02-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,12-02-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,24-02-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,26-02-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,26-02-2025,FALSE,Failure
adm-int-frontend,Digital-Operations,Core,04-03-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,25-03-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,28-03-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,21-05-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,21-05-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,26-06-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,04-07-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,09-07-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,10-07-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,10-07-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,10-07-2025,FALSE,Failure
adm-int-frontend,Digital-Operations,Core,10-07-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,28-07-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,16-09-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,16-10-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,17-10-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,19-11-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,25-11-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,25-11-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,27-11-2025,TRUE,Success
adm-int-frontend,Digital-Operations,Core,02-01-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,20-01-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,05-02-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,12-02-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,13-02-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,17-02-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,31-03-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,15-04-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,16-04-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,23-04-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,27-04-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,27-04-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,27-04-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,27-05-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,27-05-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,29-05-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,29-06-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,13-07-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,16-07-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,16-07-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,20-07-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,20-07-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,23-07-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,27-07-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,27-07-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,04-08-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,05-08-2026,TRUE,Success
adm-int-frontend,Digital-Operations,Core,07-08-2026,TRUE,Success
adm-int-grpc-gateway,Digital-Operations,Core,20-02-2024,TRUE,Success
adm-int-grpc-gateway,Digital-Operations,Core,05-06-2024,TRUE,Success
adm-int-grpc-gateway,Digital-Operations,Core,05-06-2024,TRUE,Success
adm-int-grpc-gateway,Digital-Operations,Core,17-06-2024,TRUE,Success
adm-int-grpc-gateway,Digital-Operations,Core,27-08-2024,TRUE,Success
adm-int-grpc-gateway,Digital-Operations,Core,10-09-2024,TRUE,Success
adm-int-grpc-gateway,Digital-Operations,Core,05-06-2025,TRUE,Success
adm-int-grpc-gateway,Digital-Operations,Core,16-02-2026,TRUE,Success
adm-int-grpc-gateway,Digital-Operations,Core,17-06-2026,TRUE,Success
adm-int-grpc-gateway,Digital-Operations,Core,27-07-2026,TRUE,Success
adm-int-grpc-gateway,Digital-Operations,Core,27-07-2026,TRUE,Success
adm-int,Digital-Operations,Core,08-01-2024,TRUE,Success
adm-int,Digital-Operations,Core,15-01-2024,TRUE,Success
adm-int,Digital-Operations,Core,05-02-2024,TRUE,Success
adm-int,Digital-Operations,Core,21-02-2024,TRUE,Success
adm-int,Digital-Operations,Core,28-02-2024,TRUE,Success
adm-int,Digital-Operations,Core,01-03-2024,TRUE,Success
adm-int,Digital-Operations,Core,04-03-2024,TRUE,Success
adm-int,Digital-Operations,Core,13-03-2024,TRUE,Success
adm-int,Digital-Operations,Core,13-03-2024,FALSE,Failure
adm-int,Digital-Operations,Core,20-03-2024,TRUE,Success
adm-int,Digital-Operations,Core,27-03-2024,TRUE,Success
adm-int,Digital-Operations,Core,03-04-2024,TRUE,Success
adm-int,Digital-Operations,Core,09-04-2024,TRUE,Success
adm-int,Digital-Operations,Core,09-04-2024,TRUE,Success
adm-int,Digital-Operations,Core,02-05-2024,TRUE,Success
adm-int,Digital-Operations,Core,02-05-2024,TRUE,Success
adm-int,Digital-Operations,Core,02-05-2024,TRUE,Success
adm-int,Digital-Operations,Core,03-05-2024,TRUE,Success
adm-int,Digital-Operations,Core,06-05-2024,TRUE,Success
adm-int,Digital-Operations,Core,07-05-2024,TRUE,Success
adm-int,Digital-Operations,Core,08-05-2024,TRUE,Success
adm-int,Digital-Operations,Core,13-05-2024,TRUE,Success
adm-int,Digital-Operations,Core,22-05-2024,TRUE,Success
adm-int,Digital-Operations,Core,23-05-2024,TRUE,Success
adm-int,Digital-Operations,Core,05-06-2024,TRUE,Success
adm-int,Digital-Operations,Core,10-06-2024,TRUE,Success
adm-int,Digital-Operations,Core,10-06-2024,TRUE,Success
adm-int,Digital-Operations,Core,12-06-2024,TRUE,Success
adm-int,Digital-Operations,Core,17-06-2024,TRUE,Success
adm-int,Digital-Operations,Core,24-06-2024,TRUE,Success
adm-int,Digital-Operations,Core,26-06-2024,TRUE,Success
adm-int,Digital-Operations,Core,28-06-2024,TRUE,Success
adm-int,Digital-Operations,Core,10-07-2024,TRUE,Success
adm-int,Digital-Operations,Core,17-07-2024,TRUE,Success
adm-int,Digital-Operations,Core,18-07-2024,TRUE,Success
adm-int,Digital-Operations,Core,19-07-2024,TRUE,Success
adm-int,Digital-Operations,Core,22-07-2024,TRUE,Success
adm-int,Digital-Operations,Core,23-07-2024,TRUE,Success
adm-int,Digital-Operations,Core,23-07-2024,TRUE,Success
adm-int,Digital-Operations,Core,25-07-2024,TRUE,Success
adm-int,Digital-Operations,Core,26-07-2024,TRUE,Success
adm-int,Digital-Operations,Core,07-08-2024,TRUE,Success
adm-int,Digital-Operations,Core,14-08-2024,TRUE,Success
adm-int,Digital-Operations,Core,29-08-2024,TRUE,Success
adm-int,Digital-Operations,Core,04-09-2024,TRUE,Success
adm-int,Digital-Operations,Core,05-09-2024,TRUE,Success
adm-int,Digital-Operations,Core,09-09-2024,TRUE,Success
adm-int,Digital-Operations,Core,09-09-2024,TRUE,Success
adm-int,Digital-Operations,Core,11-09-2024,TRUE,Success
adm-int,Digital-Operations,Core,11-09-2024,TRUE,Success
adm-int,Digital-Operations,Core,13-09-2024,TRUE,Success
adm-int,Digital-Operations,Core,16-09-2024,TRUE,Success
adm-int,Digital-Operations,Core,23-09-2024,TRUE,Success
adm-int,Digital-Operations,Core,26-09-2024,TRUE,Success
adm-int,Digital-Operations,Core,30-09-2024,TRUE,Success
adm-int,Digital-Operations,Core,07-10-2024,TRUE,Success
adm-int,Digital-Operations,Core,08-10-2024,TRUE,Success
adm-int,Digital-Operations,Core,15-10-2024,TRUE,Success
adm-int,Digital-Operations,Core,15-10-2024,TRUE,Success
adm-int,Digital-Operations,Core,18-10-2024,TRUE,Success
adm-int,Digital-Operations,Core,18-10-2024,TRUE,Success
adm-int,Digital-Operations,Core,21-10-2024,TRUE,Success
adm-int,Digital-Operations,Core,24-10-2024,TRUE,Success
adm-int,Digital-Operations,Core,24-10-2024,TRUE,Success
adm-int,Digital-Operations,Core,06-11-2024,TRUE,Success
adm-int,Digital-Operations,Core,07-11-2024,TRUE,Success
adm-int,Digital-Operations,Core,08-11-2024,TRUE,Success
adm-int,Digital-Operations,Core,11-11-2024,TRUE,Success
adm-int,Digital-Operations,Core,14-11-2024,TRUE,Success
adm-int,Digital-Operations,Core,14-11-2024,TRUE,Success
adm-int,Digital-Operations,Core,18-11-2024,TRUE,Success
adm-int,Digital-Operations,Core,20-11-2024,TRUE,Success
adm-int,Digital-Operations,Core,25-11-2024,TRUE,Success
adm-int,Digital-Operations,Core,28-11-2024,TRUE,Success
adm-int,Digital-Operations,Core,02-12-2024,TRUE,Success
adm-int,Digital-Operations,Core,02-12-2024,FALSE,Failure
adm-int,Digital-Operations,Core,02-12-2024,TRUE,Success
adm-int,Digital-Operations,Core,02-12-2024,TRUE,Success
adm-int,Digital-Operations,Core,03-12-2024,TRUE,Success
adm-int,Digital-Operations,Core,04-12-2024,TRUE,Success
adm-int,Digital-Operations,Core,13-12-2024,TRUE,Success
adm-int,Digital-Operations,Core,19-12-2024,TRUE,Success
adm-int,Digital-Operations,Core,20-12-2024,TRUE,Success
adm-int,Digital-Operations,Core,23-12-2024,TRUE,Success
adm-int,Digital-Operations,Core,03-02-2025,TRUE,Success
adm-int,Digital-Operations,Core,03-02-2025,TRUE,Success
adm-int,Digital-Operations,Core,07-02-2025,TRUE,Success
adm-int,Digital-Operations,Core,10-02-2025,TRUE,Success
adm-int,Digital-Operations,Core,11-02-2025,TRUE,Success
adm-int,Digital-Operations,Core,12-02-2025,TRUE,Success
adm-int,Digital-Operations,Core,12-02-2025,TRUE,Success
adm-int,Digital-Operations,Core,14-02-2025,TRUE,Success
adm-int,Digital-Operations,Core,25-02-2025,TRUE,Success
adm-int,Digital-Operations,Core,24-03-2025,TRUE,Success
adm-int,Digital-Operations,Core,25-03-2025,TRUE,Success
adm-int,Digital-Operations,Core,25-03-2025,TRUE,Success
adm-int,Digital-Operations,Core,27-03-2025,TRUE,Success
adm-int,Digital-Operations,Core,09-04-2025,TRUE,Success
adm-int,Digital-Operations,Core,15-05-2025,TRUE,Success
adm-int,Digital-Operations,Core,16-05-2025,TRUE,Success
